JRz485_2_afterdeh , 4.11.2023, 20:30
Fixed value(s) :  AC Volt  [Vrms]=1.0000e+00  
 Freq. [Hz]	 Temp. [C]	 Modulus'  	 Modulus''  	 Eps'    	 Eps''   	 Sig' [S/cm]	 Sig'' [S/cm]	Tan(Delta)  	Tan(Phi)  
1.74410e+03	1.00000e+01	3.91005e-02	4.40303e-05	2.55751e+01	2.87996e-02	2.79439e-11	2.38449e-08	1.12608e-03	-8.88036e+02
1.34830e+03	1.00000e+01	3.90931e-02	4.57589e-05	2.55799e+01	2.99415e-02	2.24589e-11	1.84372e-08	1.17051e-03	-8.54329e+02
1.04230e+03	1.00000e+01	3.90835e-02	4.77715e-05	2.55862e+01	3.12739e-02	1.81344e-11	1.42565e-08	1.22229e-03	-8.18134e+02
8.05800e+02	1.00000e+01	3.90770e-02	5.07227e-05	2.55905e+01	3.32169e-02	1.48907e-11	1.10236e-08	1.29802e-03	-7.70405e+02
6.22940e+02	1.00000e+01	3.90694e-02	5.31269e-05	2.55954e+01	3.48049e-02	1.20619e-11	8.52374e-09	1.35981e-03	-7.35397e+02
4.81580e+02	1.00000e+01	3.90647e-02	5.59858e-05	2.55985e+01	3.66865e-02	9.82889e-12	6.59031e-09	1.43315e-03	-6.97762e+02
3.72300e+02	1.00000e+01	3.90604e-02	5.92616e-05	2.56013e+01	3.88417e-02	8.04489e-12	5.09542e-09	1.51718e-03	-6.59119e+02
2.87820e+02	1.00000e+01	3.90518e-02	6.32310e-05	2.56070e+01	4.14617e-02	6.63892e-12	3.94011e-09	1.61916e-03	-6.17605e+02
2.22500e+02	1.00000e+01	3.90384e-02	6.77749e-05	2.56157e+01	4.44716e-02	5.50481e-12	3.04700e-09	1.73611e-03	-5.76001e+02
1.72010e+02	1.00000e+01	3.90275e-02	7.37224e-05	2.56229e+01	4.84013e-02	4.63170e-12	2.35625e-09	1.88899e-03	-5.29384e+02
1.32980e+02	1.00000e+01	3.90168e-02	8.08195e-05	2.56299e+01	5.30897e-02	3.92759e-12	1.82212e-09	2.07140e-03	-4.82765e+02
1.02800e+02	1.00000e+01	3.90031e-02	8.69431e-05	2.56389e+01	5.71524e-02	3.26856e-12	1.40910e-09	2.22913e-03	-4.48605e+02
7.94740e+01	1.00000e+01	3.89887e-02	9.61074e-05	2.56483e+01	6.32231e-02	2.79531e-12	1.08979e-09	2.46500e-03	-4.05679e+02
6.14400e+01	1.00000e+01	3.89740e-02	1.03574e-04	2.56579e+01	6.81865e-02	2.33066e-12	8.42825e-10	2.65752e-03	-3.76291e+02
4.74970e+01	1.00000e+01	3.89553e-02	1.15331e-04	2.56702e+01	7.59991e-02	2.00819e-12	6.51881e-10	2.96059e-03	-3.37770e+02
3.67190e+01	1.00000e+01	3.89480e-02	1.25242e-04	2.56750e+01	8.25607e-02	1.68653e-12	5.04053e-10	3.21561e-03	-3.10983e+02
2.83870e+01	1.00000e+01	3.89259e-02	1.36822e-04	2.56895e+01	9.02973e-02	1.42601e-12	3.89908e-10	3.51494e-03	-2.84500e+02
2.19450e+01	1.00000e+01	3.89017e-02	1.49871e-04	2.57054e+01	9.90316e-02	1.20903e-12	3.01618e-10	3.85256e-03	-2.59568e+02
1.69650e+01	1.00000e+01	3.88794e-02	1.64585e-04	2.57201e+01	1.08879e-01	1.02761e-12	2.33310e-10	4.23322e-03	-2.36227e+02
1.31150e+01	1.00000e+01	3.88562e-02	1.81155e-04	2.57353e+01	1.19983e-01	8.75420e-13	1.80474e-10	4.66218e-03	-2.14492e+02
1.01390e+01	1.00000e+01	3.88244e-02	1.96224e-04	2.57563e+01	1.30176e-01	7.34270e-13	1.39640e-10	5.05414e-03	-1.97858e+02
7.83830e+00	1.00000e+01	3.87891e-02	2.13189e-04	2.57797e+01	1.41687e-01	6.17849e-13	1.08055e-10	5.49609e-03	-1.81947e+02
6.05960e+00	1.00000e+01	3.87616e-02	2.36862e-04	2.57977e+01	1.57643e-01	5.31432e-13	8.35960e-11	6.11072e-03	-1.63647e+02
4.68460e+00	1.00000e+01	3.87319e-02	2.63381e-04	2.58173e+01	1.75561e-01	4.57539e-13	6.46780e-11	6.80011e-03	-1.47057e+02
3.62150e+00	1.00000e+01	3.86922e-02	2.85794e-04	2.58436e+01	1.90890e-01	3.84592e-13	5.00532e-11	7.38635e-03	-1.35385e+02
2.79970e+00	1.00000e+01	3.86448e-02	3.12469e-04	2.58750e+01	2.09216e-01	3.25864e-13	3.87439e-11	8.08566e-03	-1.23676e+02
2.16440e+00	1.00000e+01	3.85975e-02	3.43020e-04	2.59064e+01	2.30232e-01	2.77225e-13	2.99900e-11	8.88710e-03	-1.12523e+02
1.67320e+00	1.00000e+01	3.85495e-02	3.75845e-04	2.59382e+01	2.52889e-01	2.35401e-13	2.32136e-11	9.74968e-03	-1.02567e+02
1.29350e+00	1.00000e+01	3.84888e-02	4.15926e-04	2.59785e+01	2.80734e-01	2.02019e-13	1.79747e-11	1.08064e-02	-9.25378e+01
1.00000e+00	1.00000e+01	3.84243e-02	4.55838e-04	2.60215e+01	3.08701e-01	1.71738e-13	1.39201e-11	1.18633e-02	-8.42938e+01
3.00000e+05	1.50000e+01	3.92049e-02	7.35819e-05	2.55069e+01	4.78728e-02	7.98986e-09	4.09015e-06	1.87686e-03	-5.32806e+02
2.31920e+05	1.50000e+01	3.92013e-02	6.99278e-05	2.55093e+01	4.55039e-02	5.87105e-09	3.16227e-06	1.78382e-03	-5.60596e+02
1.79290e+05	1.50000e+01	3.91886e-02	6.22899e-05	2.55176e+01	4.05599e-02	4.04560e-09	2.44547e-06	1.58949e-03	-6.29132e+02
1.38610e+05	1.50000e+01	3.91821e-02	5.94189e-05	2.55218e+01	3.87033e-02	2.98450e-09	1.89093e-06	1.51648e-03	-6.59422e+02
1.07150e+05	1.50000e+01	3.91747e-02	5.66155e-05	2.55266e+01	3.68913e-02	2.19910e-09	1.46204e-06	1.44521e-03	-6.91943e+02
8.28380e+04	1.50000e+01	3.91645e-02	5.45299e-05	2.55333e+01	3.55507e-02	1.63835e-09	1.13061e-06	1.39233e-03	-7.18221e+02
6.40400e+04	1.50000e+01	3.91569e-02	5.25111e-05	2.55382e+01	3.42479e-02	1.22015e-09	8.74226e-07	1.34104e-03	-7.45688e+02
4.95080e+04	1.50000e+01	3.91489e-02	5.09313e-05	2.55434e+01	3.32311e-02	9.15269e-10	6.75990e-07	1.30096e-03	-7.68662e+02
3.82730e+04	1.50000e+01	3.91496e-02	4.66285e-05	2.55430e+01	3.04225e-02	6.47764e-10	5.22576e-07	1.19103e-03	-8.39608e+02
2.95880e+04	1.50000e+01	3.91389e-02	4.52391e-05	2.55500e+01	2.95322e-02	4.86117e-10	4.04107e-07	1.15586e-03	-8.65157e+02
2.28740e+04	1.50000e+01	3.91318e-02	4.40435e-05	2.55547e+01	2.87622e-02	3.66011e-10	3.12468e-07	1.12552e-03	-8.88479e+02
1.76830e+04	1.50000e+01	3.91252e-02	4.32060e-05	2.55589e+01	2.82248e-02	2.77661e-10	2.41599e-07	1.10430e-03	-9.05550e+02
1.36710e+04	1.50000e+01	3.91184e-02	4.21556e-05	2.55634e+01	2.75482e-02	2.09518e-10	1.86818e-07	1.07764e-03	-9.27953e+02
1.05680e+04	1.50000e+01	3.91097e-02	4.17120e-05	2.55691e+01	2.72704e-02	1.60330e-10	1.44448e-07	1.06654e-03	-9.37613e+02
8.17010e+03	1.50000e+01	3.91038e-02	4.27563e-05	2.55730e+01	2.79616e-02	1.27092e-10	1.11690e-07	1.09340e-03	-9.14574e+02
6.31610e+03	1.50000e+01	3.90966e-02	4.32376e-05	2.55777e+01	2.82868e-02	9.93945e-11	8.63613e-08	1.10592e-03	-9.04226e+02
4.88290e+03	1.50000e+01	3.90899e-02	4.37276e-05	2.55821e+01	2.86172e-02	7.77381e-11	6.67767e-08	1.11864e-03	-8.93941e+02
3.77480e+03	1.50000e+01	3.90918e-02	4.40742e-05	2.55808e+01	2.88412e-02	6.05670e-11	5.16202e-08	1.12745e-03	-8.86954e+02
2.91820e+03	1.50000e+01	3.90805e-02	4.55079e-05	2.55882e+01	2.97966e-02	4.83738e-11	3.99182e-08	1.16447e-03	-8.58763e+02
2.25600e+03	1.50000e+01	3.90742e-02	4.71555e-05	2.55923e+01	3.08853e-02	3.87633e-11	3.08651e-08	1.20682e-03	-8.28623e+02
1.74410e+03	1.50000e+01	3.90668e-02	4.90785e-05	2.55972e+01	3.21570e-02	3.12016e-11	2.38663e-08	1.25627e-03	-7.96005e+02
1.34830e+03	1.50000e+01	3.90590e-02	5.16636e-05	2.56023e+01	3.38643e-02	2.54014e-11	1.84540e-08	1.32271e-03	-7.56025e+02
1.04230e+03	1.50000e+01	3.90505e-02	5.41026e-05	2.56078e+01	3.54784e-02	2.05725e-11	1.42691e-08	1.38545e-03	-7.21785e+02
8.05800e+02	1.50000e+01	3.90407e-02	5.75562e-05	2.56143e+01	3.77621e-02	1.69283e-11	1.10343e-08	1.47426e-03	-6.78305e+02
6.22940e+02	1.50000e+01	3.90316e-02	6.12616e-05	2.56202e+01	4.02119e-02	1.39357e-11	8.53232e-09	1.56954e-03	-6.37130e+02
4.81580e+02	1.50000e+01	3.90221e-02	6.55031e-05	2.56264e+01	4.30169e-02	1.15249e-11	6.59780e-09	1.67862e-03	-5.95729e+02
3.72300e+02	1.50000e+01	3.90201e-02	7.01984e-05	2.56277e+01	4.61051e-02	9.54929e-12	5.10090e-09	1.79903e-03	-5.55854e+02
2.87820e+02	1.50000e+01	3.90097e-02	7.54894e-05	2.56346e+01	4.96066e-02	7.94310e-12	3.94453e-09	1.93515e-03	-5.16757e+02
2.22500e+02	1.50000e+01	3.89940e-02	8.25815e-05	2.56448e+01	5.43106e-02	6.72270e-12	3.05060e-09	2.11780e-03	-4.72188e+02
1.72010e+02	1.50000e+01	3.89812e-02	8.90309e-05	2.56532e+01	5.85905e-02	5.60674e-12	2.35916e-09	2.28394e-03	-4.37839e+02
1.32980e+02	1.50000e+01	3.89679e-02	9.83615e-05	2.56620e+01	6.47750e-02	4.79207e-12	1.82450e-09	2.52417e-03	-3.96171e+02
1.02800e+02	1.50000e+01	3.89498e-02	1.07009e-04	2.56739e+01	7.05353e-02	4.03393e-12	1.41111e-09	2.74735e-03	-3.63986e+02
7.94740e+01	1.50000e+01	3.89342e-02	1.17437e-04	2.56842e+01	7.74710e-02	3.42526e-12	1.09137e-09	3.01630e-03	-3.31533e+02
6.14400e+01	1.50000e+01	3.89167e-02	1.27153e-04	2.56956e+01	8.39555e-02	2.86965e-12	8.44113e-10	3.26731e-03	-3.06063e+02
4.74970e+01	1.50000e+01	3.88918e-02	1.39247e-04	2.57120e+01	9.20585e-02	2.43254e-12	6.52986e-10	3.58037e-03	-2.79301e+02
3.67190e+01	1.50000e+01	3.88816e-02	1.54010e-04	2.57187e+01	1.01872e-01	2.08101e-12	5.04947e-10	3.96100e-03	-2.52461e+02
2.83870e+01	1.50000e+01	3.88547e-02	1.68560e-04	2.57364e+01	1.11650e-01	1.76322e-12	3.90648e-10	4.33821e-03	-2.30510e+02
2.19450e+01	1.50000e+01	3.88309e-02	1.83693e-04	2.57521e+01	1.21823e-01	1.48728e-12	3.02187e-10	4.73059e-03	-2.11390e+02
1.69650e+01	1.50000e+01	3.88006e-02	2.00036e-04	2.57721e+01	1.32868e-01	1.25402e-12	2.33801e-10	5.15551e-03	-1.93967e+02
1.31150e+01	1.50000e+01	3.87709e-02	2.19532e-04	2.57917e+01	1.46040e-01	1.06554e-12	1.80886e-10	5.66229e-03	-1.76607e+02
1.01390e+01	1.50000e+01	3.87343e-02	2.44237e-04	2.58159e+01	1.62780e-01	9.18177e-13	1.39976e-10	6.30544e-03	-1.58593e+02
7.83830e+00	1.50000e+01	3.86978e-02	2.68015e-04	2.58400e+01	1.78964e-01	7.80398e-13	1.08319e-10	6.92584e-03	-1.44387e+02
6.05960e+00	1.50000e+01	3.86575e-02	2.91485e-04	2.58667e+01	1.95040e-01	6.57502e-13	8.38285e-11	7.54019e-03	-1.32623e+02
4.68460e+00	1.50000e+01	3.86186e-02	3.16847e-04	2.58925e+01	2.12436e-01	5.53642e-13	6.48741e-11	8.20452e-03	-1.21884e+02
3.62150e+00	1.50000e+01	3.85659e-02	3.51999e-04	2.59275e+01	2.36646e-01	4.76779e-13	5.02223e-11	9.12722e-03	-1.09562e+02
2.79970e+00	1.50000e+01	3.85128e-02	3.86822e-04	2.59628e+01	2.60770e-01	4.06160e-13	3.88806e-11	1.00440e-02	-9.95621e+01
2.16440e+00	1.50000e+01	3.84546e-02	4.23646e-04	2.60015e+01	2.86453e-01	3.44921e-13	3.01046e-11	1.10168e-02	-9.07707e+01
1.67320e+00	1.50000e+01	3.83885e-02	4.67954e-04	2.60456e+01	3.17495e-01	2.95538e-13	2.33136e-11	1.21900e-02	-8.20348e+01
1.29350e+00	1.50000e+01	3.83223e-02	5.15602e-04	2.60897e+01	3.51021e-01	2.52597e-13	1.80548e-11	1.34544e-02	-7.43253e+01
1.00000e+00	1.50000e+01	3.82410e-02	5.69097e-04	2.61442e+01	3.89074e-01	2.16452e-13	1.39884e-11	1.48819e-02	-6.71959e+01
3.00000e+05	2.00000e+01	3.91719e-02	7.17023e-05	2.55284e+01	4.67286e-02	7.79890e-09	4.09374e-06	1.83045e-03	-5.46313e+02
2.31920e+05	2.00000e+01	3.91678e-02	6.80696e-05	2.55311e+01	4.43704e-02	5.72481e-09	3.16508e-06	1.73790e-03	-5.75408e+02
1.79290e+05	2.00000e+01	3.91553e-02	6.07240e-05	2.55393e+01	3.96076e-02	3.95061e-09	2.44764e-06	1.55085e-03	-6.44807e+02
1.38610e+05	2.00000e+01	3.91489e-02	5.79394e-05	2.55435e+01	3.78038e-02	2.91514e-09	1.89260e-06	1.47998e-03	-6.75686e+02
1.07150e+05	2.00000e+01	3.91414e-02	5.56843e-05	2.55484e+01	3.63462e-02	2.16661e-09	1.46334e-06	1.42264e-03	-7.02916e+02
8.28380e+04	2.00000e+01	3.91316e-02	5.36261e-05	2.55547e+01	3.50203e-02	1.61391e-09	1.13160e-06	1.37040e-03	-7.29712e+02
6.40400e+04	2.00000e+01	3.91239e-02	5.17806e-05	2.55598e+01	3.38284e-02	1.20521e-09	8.74993e-07	1.32350e-03	-7.55572e+02
4.95080e+04	2.00000e+01	3.91158e-02	5.09643e-05	2.55651e+01	3.33089e-02	9.17414e-10	6.76585e-07	1.30291e-03	-7.67514e+02
3.82730e+04	2.00000e+01	3.91169e-02	4.68962e-05	2.55644e+01	3.06485e-02	6.52576e-10	5.23031e-07	1.19888e-03	-8.34115e+02
2.95880e+04	2.00000e+01	3.91059e-02	4.57973e-05	2.55716e+01	2.99471e-02	4.92946e-10	4.04462e-07	1.17111e-03	-8.53891e+02
2.28740e+04	2.00000e+01	3.90991e-02	4.48198e-05	2.55760e+01	2.93181e-02	3.73084e-10	3.12739e-07	1.14631e-03	-8.72362e+02
1.76830e+04	2.00000e+01	3.90922e-02	4.44739e-05	2.55805e+01	2.91021e-02	2.86292e-10	2.41811e-07	1.13767e-03	-8.78992e+02
1.36710e+04	2.00000e+01	3.90853e-02	4.37984e-05	2.55851e+01	2.86703e-02	2.18053e-10	1.86982e-07	1.12059e-03	-8.92390e+02
1.05680e+04	2.00000e+01	3.90760e-02	4.39589e-05	2.55911e+01	2.87889e-02	1.69257e-10	1.44577e-07	1.12496e-03	-8.88923e+02
8.17010e+03	2.00000e+01	3.90702e-02	4.53464e-05	2.55949e+01	2.97064e-02	1.35023e-10	1.11790e-07	1.16064e-03	-8.61595e+02
6.31610e+03	2.00000e+01	3.90633e-02	4.65206e-05	2.55994e+01	3.04864e-02	1.07123e-10	8.64377e-08	1.19090e-03	-8.39700e+02
4.88290e+03	2.00000e+01	3.90564e-02	4.75308e-05	2.56040e+01	3.11595e-02	8.46443e-11	6.68363e-08	1.21698e-03	-8.21707e+02
3.77480e+03	2.00000e+01	3.90570e-02	4.85802e-05	2.56035e+01	3.18464e-02	6.68779e-11	5.16679e-08	1.24383e-03	-8.03971e+02
2.91820e+03	2.00000e+01	3.90449e-02	5.05487e-05	2.56115e+01	3.31574e-02	5.38300e-11	3.99560e-08	1.29463e-03	-7.72422e+02
2.25600e+03	2.00000e+01	3.90377e-02	5.31080e-05	2.56162e+01	3.48491e-02	4.37380e-11	3.08951e-08	1.36043e-03	-7.35063e+02
1.74410e+03	2.00000e+01	3.90294e-02	5.56896e-05	2.56216e+01	3.65585e-02	3.54723e-11	2.38901e-08	1.42686e-03	-7.00839e+02
1.34830e+03	2.00000e+01	3.90201e-02	5.89765e-05	2.56277e+01	3.87347e-02	2.90547e-11	1.84731e-08	1.51144e-03	-6.61622e+02
1.04230e+03	2.00000e+01	3.90094e-02	6.28611e-05	2.56348e+01	4.13088e-02	2.39532e-11	1.42847e-08	1.61143e-03	-6.20565e+02
8.05800e+02	2.00000e+01	3.90004e-02	6.79324e-05	2.56407e+01	4.46620e-02	2.00214e-11	1.10461e-08	1.74184e-03	-5.74106e+02
6.22940e+02	2.00000e+01	3.89895e-02	7.25236e-05	2.56478e+01	4.77070e-02	1.65332e-11	8.54189e-09	1.86008e-03	-5.37612e+02
4.81580e+02	2.00000e+01	3.89784e-02	7.81510e-05	2.56551e+01	5.14380e-02	1.37810e-11	6.60548e-09	2.00498e-03	-4.98758e+02
3.72300e+02	2.00000e+01	3.89742e-02	8.44882e-05	2.56579e+01	5.56212e-02	1.15203e-11	5.10715e-09	2.16780e-03	-4.61297e+02
2.87820e+02	2.00000e+01	3.89574e-02	9.17347e-05	2.56689e+01	6.04438e-02	9.67837e-12	3.95003e-09	2.35475e-03	-4.24674e+02
2.22500e+02	2.00000e+01	3.89436e-02	1.00256e-04	2.56780e+01	6.61053e-02	8.18267e-12	3.05470e-09	2.57440e-03	-3.88441e+02
1.72010e+02	2.00000e+01	3.89279e-02	1.09716e-04	2.56883e+01	7.24013e-02	6.92834e-12	2.36251e-09	2.81845e-03	-3.54805e+02
1.32980e+02	2.00000e+01	3.89111e-02	1.19860e-04	2.56994e+01	7.91630e-02	5.85650e-12	1.82727e-09	3.08035e-03	-3.24639e+02
1.02800e+02	2.00000e+01	3.88908e-02	1.32320e-04	2.57128e+01	8.74835e-02	5.00321e-12	1.41333e-09	3.40234e-03	-2.93915e+02
7.94740e+01	2.00000e+01	3.88712e-02	1.42500e-04	2.57256e+01	9.43092e-02	4.16973e-12	1.09320e-09	3.66596e-03	-2.72780e+02
6.14400e+01	2.00000e+01	3.88478e-02	1.57116e-04	2.57411e+01	1.04107e-01	3.55845e-12	8.45666e-10	4.04440e-03	-2.47256e+02
4.74970e+01	2.00000e+01	3.88349e-02	1.74423e-04	2.57495e+01	1.15652e-01	3.05596e-12	6.53977e-10	4.49141e-03	-2.22647e+02
3.67190e+01	2.00000e+01	3.88061e-02	1.88508e-04	2.57686e+01	1.25176e-01	2.55706e-12	5.05965e-10	4.85770e-03	-2.05859e+02
2.83870e+01	2.00000e+01	3.87721e-02	2.06821e-04	2.57910e+01	1.37576e-01	2.17266e-12	3.91510e-10	5.33428e-03	-1.87467e+02
2.19450e+01	2.00000e+01	3.87415e-02	2.29791e-04	2.58112e+01	1.53097e-01	1.86909e-12	3.02910e-10	5.93140e-03	-1.68594e+02
1.69650e+01	2.00000e+01	3.87079e-02	2.46550e-04	2.58335e+01	1.64546e-01	1.55300e-12	2.34380e-10	6.36950e-03	-1.56998e+02
1.31150e+01	2.00000e+01	3.86676e-02	2.71294e-04	2.58602e+01	1.81436e-01	1.32380e-12	1.81385e-10	7.01605e-03	-1.42530e+02
1.01390e+01	2.00000e+01	3.86250e-02	2.99876e-04	2.58884e+01	2.00992e-01	1.13371e-12	1.40385e-10	7.76378e-03	-1.28803e+02
7.83830e+00	2.00000e+01	3.85787e-02	3.28471e-04	2.59192e+01	2.20684e-01	9.62324e-13	1.08664e-10	8.51430e-03	-1.17449e+02
6.05960e+00	2.00000e+01	3.85344e-02	3.55786e-04	2.59486e+01	2.39582e-01	8.07656e-13	8.41045e-11	9.23293e-03	-1.08308e+02
4.68460e+00	2.00000e+01	3.84849e-02	3.94485e-04	2.59815e+01	2.66320e-01	6.94075e-13	6.51059e-11	1.02504e-02	-9.75573e+01
3.62150e+00	2.00000e+01	3.84214e-02	4.37860e-04	2.60238e+01	2.96574e-01	5.97517e-13	5.04163e-11	1.13963e-02	-8.77481e+01
2.79970e+00	2.00000e+01	3.83537e-02	4.83912e-04	2.60689e+01	3.28914e-01	5.12299e-13	3.90460e-11	1.26171e-02	-7.92576e+01
2.16440e+00	2.00000e+01	3.82841e-02	5.31812e-04	2.61154e+01	3.62774e-01	4.36821e-13	3.02418e-11	1.38912e-02	-7.19881e+01
1.67320e+00	2.00000e+01	3.82014e-02	5.87288e-04	2.61708e+01	4.02336e-01	3.74512e-13	2.34301e-11	1.53735e-02	-6.50472e+01
1.29350e+00	2.00000e+01	3.81098e-02	6.56522e-04	2.62322e+01	4.51904e-01	3.25193e-13	1.81573e-11	1.72271e-02	-5.80481e+01
1.00000e+00	2.00000e+01	3.80148e-02	7.24184e-04	2.62960e+01	5.00939e-01	2.78685e-13	1.40728e-11	1.90500e-02	-5.24933e+01
3.00000e+05	2.50000e+01	3.91385e-02	7.02810e-05	2.55502e+01	4.58805e-02	7.65736e-09	4.09738e-06	1.79570e-03	-5.56886e+02
2.31920e+05	2.50000e+01	3.91339e-02	6.62716e-05	2.55532e+01	4.32733e-02	5.58326e-09	3.16793e-06	1.69346e-03	-5.90507e+02
1.79290e+05	2.50000e+01	3.91234e-02	5.98736e-05	2.55601e+01	3.91166e-02	3.90164e-09	2.44971e-06	1.53038e-03	-6.53433e+02
1.38610e+05	2.50000e+01	3.91168e-02	5.73122e-05	2.55644e+01	3.74559e-02	2.88831e-09	1.89422e-06	1.46516e-03	-6.82521e+02
1.07150e+05	2.50000e+01	3.91100e-02	5.50432e-05	2.55688e+01	3.59854e-02	2.14510e-09	1.46456e-06	1.40739e-03	-7.10534e+02
8.28380e+04	2.50000e+01	3.91005e-02	5.33135e-05	2.55751e+01	3.48717e-02	1.60706e-09	1.13254e-06	1.36350e-03	-7.33406e+02
6.40400e+04	2.50000e+01	3.90926e-02	5.22437e-05	2.55803e+01	3.41857e-02	1.21794e-09	8.75724e-07	1.33641e-03	-7.48274e+02
4.95080e+04	2.50000e+01	3.90850e-02	5.14054e-05	2.55852e+01	3.36502e-02	9.26812e-10	6.77140e-07	1.31522e-03	-7.60329e+02
3.82730e+04	2.50000e+01	3.90855e-02	4.76253e-05	2.55849e+01	3.11750e-02	6.63786e-10	5.23468e-07	1.21849e-03	-8.20687e+02
2.95880e+04	2.50000e+01	3.90745e-02	4.68432e-05	2.55921e+01	3.06803e-02	5.05015e-10	4.04800e-07	1.19882e-03	-8.34155e+02
2.28740e+04	2.50000e+01	3.90673e-02	4.65689e-05	2.55968e+01	3.05118e-02	3.88275e-10	3.13004e-07	1.19202e-03	-8.38914e+02
1.76830e+04	2.50000e+01	3.90604e-02	4.65840e-05	2.56014e+01	3.05326e-02	3.00365e-10	2.42016e-07	1.19262e-03	-8.38493e+02
1.36710e+04	2.50000e+01	3.90529e-02	4.65461e-05	2.56063e+01	3.05194e-02	2.32116e-10	1.87144e-07	1.19187e-03	-8.39015e+02
1.05680e+04	2.50000e+01	3.90433e-02	4.69823e-05	2.56126e+01	3.08206e-02	1.81202e-10	1.44703e-07	1.20334e-03	-8.31020e+02
8.17010e+03	2.50000e+01	3.90368e-02	4.86259e-05	2.56168e+01	3.19093e-02	1.45035e-10	1.11889e-07	1.24564e-03	-8.02799e+02
6.31610e+03	2.50000e+01	3.90291e-02	5.02813e-05	2.56219e+01	3.30087e-02	1.15986e-10	8.65165e-08	1.28830e-03	-7.76215e+02
4.88290e+03	2.50000e+01	3.90212e-02	5.26142e-05	2.56270e+01	3.45541e-02	9.38657e-11	6.68989e-08	1.34835e-03	-7.41649e+02
3.77480e+03	2.50000e+01	3.90210e-02	5.45909e-05	2.56272e+01	3.58528e-02	7.52916e-11	5.17175e-08	1.39901e-03	-7.14789e+02
2.91820e+03	2.50000e+01	3.90091e-02	5.73930e-05	2.56350e+01	3.77160e-02	6.12308e-11	3.99941e-08	1.47127e-03	-6.79684e+02
2.25600e+03	2.50000e+01	3.90001e-02	6.10261e-05	2.56409e+01	4.01221e-02	5.03561e-11	3.09261e-08	1.56477e-03	-6.39072e+02
1.74410e+03	2.50000e+01	3.89910e-02	6.42534e-05	2.56468e+01	4.22635e-02	4.10077e-11	2.39145e-08	1.64790e-03	-6.06833e+02
1.34830e+03	2.50000e+01	3.89804e-02	6.90464e-05	2.56538e+01	4.54408e-02	3.40849e-11	1.84927e-08	1.77131e-03	-5.64555e+02
1.04230e+03	2.50000e+01	3.89677e-02	7.42032e-05	2.56622e+01	4.88665e-02	2.83356e-11	1.43006e-08	1.90422e-03	-5.25149e+02
8.05800e+02	2.50000e+01	3.89571e-02	8.07707e-05	2.56691e+01	5.32204e-02	2.38580e-11	1.10589e-08	2.07332e-03	-4.82317e+02
6.22940e+02	2.50000e+01	3.89446e-02	8.71874e-05	2.56774e+01	5.74853e-02	1.99220e-11	8.55212e-09	2.23875e-03	-4.46677e+02
4.81580e+02	2.50000e+01	3.89317e-02	9.45902e-05	2.56859e+01	6.24075e-02	1.67199e-11	6.61372e-09	2.42964e-03	-4.11583e+02
3.72300e+02	2.50000e+01	3.89253e-02	1.02463e-04	2.56901e+01	6.76242e-02	1.40063e-11	5.11381e-09	2.63231e-03	-3.79894e+02
2.87820e+02	2.50000e+01	3.89055e-02	1.11745e-04	2.57031e+01	7.38248e-02	1.18210e-11	3.95550e-09	2.87221e-03	-3.48163e+02
2.22500e+02	2.50000e+01	3.88888e-02	1.22562e-04	2.57141e+01	8.10401e-02	1.00313e-11	3.05917e-09	3.15159e-03	-3.17300e+02
1.72010e+02	2.50000e+01	3.88694e-02	1.33615e-04	2.57269e+01	8.84375e-02	8.46290e-12	2.36621e-09	3.43755e-03	-2.90905e+02
1.32980e+02	2.50000e+01	3.88487e-02	1.47245e-04	2.57405e+01	9.75625e-02	7.21770e-12	1.83031e-09	3.79023e-03	-2.63836e+02
1.02800e+02	2.50000e+01	3.88223e-02	1.60088e-04	2.57579e+01	1.06215e-01	6.07449e-12	1.41591e-09	4.12360e-03	-2.42506e+02
7.94740e+01	2.50000e+01	3.87995e-02	1.76099e-04	2.57730e+01	1.16976e-01	5.17190e-12	1.09530e-09	4.53869e-03	-2.20328e+02
6.14400e+01	2.50000e+01	3.87724e-02	1.93114e-04	2.57909e+01	1.28457e-01	4.39074e-12	8.47370e-10	4.98071e-03	-2.00775e+02
4.74970e+01	2.50000e+01	3.87435e-02	2.13462e-04	2.58100e+01	1.42203e-01	3.75754e-12	6.55574e-10	5.50961e-03	-1.81501e+02
3.67190e+01	2.50000e+01	3.87168e-02	2.31804e-04	2.58277e+01	1.54635e-01	3.15884e-12	5.07173e-10	5.98718e-03	-1.67023e+02
2.83870e+01	2.50000e+01	3.86794e-02	2.53241e-04	2.58524e+01	1.69261e-01	2.67304e-12	3.92480e-10	6.54719e-03	-1.52737e+02
2.19450e+01	2.50000e+01	3.86381e-02	2.76776e-04	2.58799e+01	1.85385e-01	2.26329e-12	3.03748e-10	7.16331e-03	-1.39600e+02
1.69650e+01	2.50000e+01	3.85950e-02	3.06878e-04	2.59084e+01	2.06003e-01	1.94427e-12	2.35087e-10	7.95121e-03	-1.25767e+02
1.31150e+01	2.50000e+01	3.85511e-02	3.35808e-04	2.59376e+01	2.25935e-01	1.64847e-12	1.81950e-10	8.71071e-03	-1.14801e+02
